YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,ALLSKY_SFC_PAR_TOT,,
2020,1,9,1.91,2.67,3.35,1.01,0.4,0.23,0.05,4.45,34.73,,
2020,1,10,3.19,6.33,3.38,0.79,0.66,0.34,0.06,6.59,56.38,,
2020,1,11,3.09,5.95,3.46,0.81,0.64,0.37,0.07,6.65,55.41,,
2020,1,12,3.02,5.63,3.46,0.88,0.62,0.35,0.07,6.5,54,,
2020,1,13,3.47,7.55,3.46,0.56,0.71,0.38,0.07,7.21,61.77,,
2020,1,14,3.29,6.45,3.53,0.69,0.67,0.38,0.07,7.03,58.74,,
2020,1,15,3.56,7.61,3.53,0.54,0.72,0.38,0.07,7.26,62.25,,
2020,1,16,3.22,6.27,3.48,0.68,0.65,0.35,0.06,6.91,57.92,,
2020,1,17,3.09,2.9,3.64,1.86,0.62,0.41,0.08,6.91,55.55,,
2020,1,18,1.94,1.25,3.64,1.49,0.38,0.37,0.08,4.9,35.84,,
2020,1,19,1.78,0.87,3.62,1.42,0.35,0.35,0.07,4.59,33.07,,
2020,1,20,1.55,0.82,3.54,1.21,0.3,0.31,0.06,4.14,29.59,,
2020,1,21,3.36,5.31,3.66,1.09,0.65,0.52,0.1,7.67,61.66,,
2020,1,22,3.54,6.44,3.67,0.8,0.68,0.55,0.11,8.16,65.92,,
2020,1,23,2.62,3.41,3.69,1.25,0.5,0.47,0.09,6.4,49.27,,
2020,1,24,2.24,1.73,3.73,1.56,0.42,0.41,0.09,5.84,42.94,,
2020,1,25,3.35,4.81,3.77,1.4,0.62,0.52,0.1,7.82,62.09,,
2020,1,26,2.21,2.55,3.8,1.23,0.41,0.4,0.08,5.77,42.83,,
2020,1,27,3.83,7.42,3.93,0.6,0.7,0.55,0.11,8.59,69.91,,
2020,1,28,3.19,4.89,3.97,1.15,0.59,0.48,0.09,7.45,58.71,,
2020,1,29,2.66,3.42,4.05,1.32,0.48,0.41,0.08,6.44,49.21,,
2020,1,30,3.22,2.66,3.98,2.19,0.58,0.52,0.1,7.88,60.87,,
2020,1,31,3.57,4.3,3.97,1.66,0.63,0.55,0.11,8.29,66.29,,
2020,2,1,4.02,7.57,3.99,0.61,0.71,0.6,0.12,8.87,73.02,,
2020,2,2,3.51,5.46,4.15,1.17,0.61,0.57,0.12,8.01,63.57,,
2020,2,3,4.51,9.53,4.47,0.44,0.78,0.65,0.12,9.7,78.66,,
2020,2,4,4.54,8.88,4.53,0.58,0.78,0.61,0.12,9.69,78.34,,
2020,2,5,4.15,6.23,4.36,1.36,0.7,0.61,0.12,9.48,75.56,,
2020,2,6,4.37,8.61,4.33,0.53,0.73,0.67,0.13,9.7,79.34,,
2020,2,7,4.46,8.69,4.43,0.5,0.74,0.77,0.16,9.91,80.65,,
2020,2,8,4.56,9.12,4.51,0.48,0.76,0.74,0.15,10.09,82.02,,
2020,2,9,4.01,6.47,4.41,1.18,0.66,0.62,0.12,8.74,71.07,,
2020,2,10,4.6,8.75,4.59,0.6,0.75,0.63,0.12,9.9,80.88,,
2020,2,11,4.77,9.54,4.72,0.45,0.77,0.7,0.14,10.42,84.62,,
2020,2,12,4.66,9.01,4.61,0.51,0.74,0.75,0.15,10.38,84.45,,
2020,2,13,4.66,8.53,4.67,0.65,0.73,0.78,0.16,10.28,83.5,,
2020,2,14,4.7,8.53,4.67,0.6,0.73,0.74,0.15,10.13,83.68,,
2020,2,15,4.51,6.84,4.74,1.42,0.7,0.78,0.16,10.08,81.45,,
2020,2,16,4.7,8.41,4.66,0.63,0.72,0.88,0.18,10.64,86.87,,
2020,2,17,4.73,7.92,4.77,0.92,0.72,0.88,0.18,10.61,86.19,,
2020,2,18,4.65,7.01,4.77,1.09,0.7,0.83,0.16,10.31,83.84,,
2020,2,19,5.06,9.23,5.01,0.58,0.76,0.88,0.18,11.01,89.92,,
2020,2,20,4.94,8.6,4.9,0.67,0.73,0.88,0.18,10.73,88.17,,
2020,2,21,3.65,3.47,4.78,1.86,0.54,0.76,0.15,8.61,67.04,,
2020,2,22,2.27,1.67,4.73,1.51,0.33,0.52,0.1,5.78,43.09,,
2020,2,23,4.99,8.11,5.05,0.87,0.72,0.92,0.19,11.04,89.72,,
2020,2,24,5.05,8.37,5.23,0.78,0.72,1,0.2,11.43,91.34,,
2020,2,25,5.29,9.53,5.25,0.54,0.75,1.05,0.21,11.76,95.43,,
2020,2,26,5.36,9.38,5.34,0.64,0.75,-999,0.23,11.9,95.91,,
2020,2,27,4.43,3.83,5.26,2.37,0.62,1.08,0.21,10.28,80.51,,
2020,2,28,4.32,3.53,5.29,2.33,0.59,1.03,0.2,10.08,78.34,,
2020,2,29,4.94,6.48,5.31,1.52,0.67,1.12,0.23,11.29,89.65,,
2020,3,1,4.58,4.96,5.4,1.64,0.62,1.01,0.2,10.73,83.33,,
2020,3,2,5.63,9.38,5.62,0.63,0.76,0.99,0.2,12.41,99.93,,
2020,3,3,5.7,9.55,5.7,0.59,0.76,1.12,0.23,12.87,102.6,,
2020,3,4,5.43,7.41,5.58,1.22,0.72,1.13,0.23,12.41,98.6,,
2020,3,5,4.98,3.94,5.62,2.92,0.66,1.15,0.23,11.55,90.74,,
2020,3,6,5.4,7.1,5.67,1.54,0.7,1.2,0.23,12.39,98.18,,
2020,3,7,3.35,2.09,5.64,2.27,0.43,0.87,0.17,8.62,62.96,,
2020,3,8,5.2,6.56,5.89,1.62,0.66,1.07,0.22,12.16,94.56,,
2020,3,9,3.95,1.77,5.68,2.98,0.5,0.88,0.18,9.96,74.61,,
2020,3,10,2.76,1.76,5.62,1.74,0.34,0.67,0.13,7.5,54.28,,
2020,3,11,3.89,3.43,5.89,2.23,0.48,0.81,0.16,9.8,73.64,,
2020,3,12,3.95,3.19,5.8,2.4,0.49,0.82,0.16,10.07,75.55,,
2020,3,13,5.42,6.8,5.94,1.41,0.66,1.18,0.23,12.77,99.34,,
2020,3,14,3.63,2.21,6.08,2.42,0.45,1.01,0.2,9.41,68.32,,
2020,3,15,4.37,4.21,6.05,1.99,0.53,1.01,0.2,10.77,81.31,,
2020,3,16,1.97,1.2,6.1,1.34,0.23,0.52,0.1,5.56,39.18,,
2020,3,17,5.29,5.87,6.34,1.66,0.63,1.02,0.2,12.55,96.58,,
2020,3,18,5.94,7.94,6.4,1.51,0.7,1.07,0.21,13.52,106.3,,
2020,3,19,4.07,2.96,6.24,2.32,0.48,0.9,0.18,9.98,75.44,,
2020,3,20,5.28,5.21,6.29,2.18,0.62,1.17,0.23,12.59,97,,
2020,3,21,4.34,3.47,6.29,2.3,0.5,1.09,0.22,10.9,81.62,,
2020,3,22,5.37,5.79,6.35,1.78,0.62,1.3,0.26,12.96,99.44,,
2020,3,23,5.23,5.86,6.41,1.89,0.59,1.35,0.27,12.75,97.7,,
2020,3,24,3.63,2.51,6.67,2.15,0.41,1.11,0.22,9.49,68.04,,
2020,3,25,4.89,4.67,6.78,2.15,0.55,1.42,0.28,12.06,90.81,,
2020,3,26,5.8,6.83,6.85,1.76,0.65,1.41,0.28,13.66,105.16,,
2020,3,27,6.43,8.46,6.85,1.32,0.71,1.32,0.27,14.77,115.35,,
2020,3,28,5.5,3.74,6.6,3,0.61,1.24,0.25,13.16,101.35,,
2020,3,29,4.29,3.01,6.63,2.46,0.47,1.05,0.21,10.75,80.3,,
2020,3,30,6.73,8.95,6.82,1.22,0.73,1.45,0.29,15.62,122.74,,
2020,3,31,6.71,9.28,6.77,0.95,0.73,1.62,0.33,15.9,124.63,,
2020,4,1,6.66,8.7,7.04,1.27,0.72,1.69,0.34,15.84,122.94,,
2020,4,2,7.33,11.13,7.31,0.59,0.79,1.69,0.34,16.81,132.28,,
2020,4,3,7.13,10.26,7.18,0.92,0.76,1.65,0.33,16.55,130.41,,
2020,4,4,7,9.68,7.11,1.04,0.74,1.66,0.34,16.52,129.26,,
2020,4,5,3.63,2.07,6.88,2.38,0.38,1.07,0.21,9.75,70.17,,
2020,4,6,5.07,4,7.21,2.4,0.53,1.29,0.26,12.75,94.64,,
2020,4,7,5.84,5.8,7.21,2.08,0.61,1.28,0.25,14.11,107.3,,
2020,4,8,2.52,0.91,7.03,1.92,0.26,0.73,0.14,7.39,50.91,,
2020,4,9,3.34,1.39,7.12,2.43,0.34,0.99,0.2,9.31,65.53,,
2020,4,10,6.76,6.95,7.17,2.38,0.7,1.55,0.3,15.92,124.14,,
2020,4,11,6.74,7.57,7.24,1.71,0.69,1.6,0.32,16.2,125.16,,
2020,4,12,6.89,8.17,7.27,1.69,0.7,1.64,0.33,16.34,127.11,,
2020,4,13,6.84,7.66,7.48,1.98,0.69,1.7,0.34,16.52,126.51,,
2020,4,14,7.74,11.34,7.74,0.73,0.78,1.84,0.37,18.01,140.22,,
2020,4,15,7.64,11.16,7.62,0.68,0.77,1.71,0.34,17.85,140.07,,
2020,4,16,7.42,9.5,7.51,1.21,0.74,1.75,0.35,17.71,137.96,,
2020,4,17,4.31,2.87,7.27,2.35,0.43,1.2,0.23,11.27,82.59,,
2020,4,18,3.8,2.1,7.37,2.57,0.38,1.08,0.21,10.15,73.16,,
2020,4,19,6.54,6.78,7.5,2.26,0.64,1.66,0.34,15.76,121.32,,
2020,4,20,5.04,3.48,7.41,2.72,0.49,1.41,0.28,12.74,95.2,,
2020,4,21,6.91,7.86,7.6,1.8,0.67,1.7,0.34,16.52,127.79,,
2020,4,22,7.62,10.12,7.62,1.01,0.74,1.98,0.4,18.13,142.16,,
2020,4,23,7.71,10.64,7.72,0.84,0.74,2.22,0.44,18.71,145.37,,
2020,4,24,7.77,10.66,7.77,0.89,0.75,2.23,0.45,18.59,145.06,,
2020,4,25,7.88,10.57,7.92,0.92,0.76,2.33,0.46,18.78,145.96,,
2020,4,26,7.05,5.92,7.87,3.36,0.67,2.17,0.43,16.92,129.84,,
2020,4,27,7.93,10.74,8,1.02,0.75,2.42,0.48,19.04,147.58,,
2020,4,28,7.85,10.75,7.85,0.84,0.74,2.39,0.47,18.92,147.45,,
2020,4,29,6.4,4.33,7.85,3.41,0.6,2.15,0.42,16.26,121.41,,
2020,4,30,8.16,11.48,8.17,0.74,0.77,2.57,0.5,19.59,151.34,,
2020,5,1,7.76,9.11,8.12,1.38,0.73,2.34,0.46,18.63,142.98,,
2020,5,2,7.95,10.53,8.2,0.87,0.74,2.29,0.45,19.05,146.83,,
2020,5,3,8.11,10.82,8.16,0.99,0.76,2.29,0.45,19.36,150.36,,
2020,5,4,8.14,10.65,8.33,1.02,0.76,2.31,0.46,19.34,149.24,,
2020,5,5,8.25,11.01,8.33,0.91,0.77,2.45,0.48,19.59,151.59,,
2020,5,6,7.96,8.41,8.38,2.28,0.73,2.42,0.48,18.97,145.62,,
2020,5,7,7.87,8.73,8.12,1.71,0.73,2.43,0.48,19.16,147.45,,
2020,5,8,7.86,8.89,8.09,1.72,0.72,2.37,0.47,18.87,146.29,,
2020,5,9,8.23,10.83,8.25,0.93,0.75,2.47,0.48,19.66,152.55,,
2020,5,10,8.14,9.59,8.36,1.52,0.74,2.37,0.47,19.3,149.02,,
2020,5,11,8.51,11.31,8.55,0.82,0.77,2.39,0.48,20.22,155.97,,
2020,5,12,7.27,6.95,8.3,2.51,0.66,2.14,0.43,18.08,136.69,,
2020,5,13,8.34,10.75,8.41,1.02,0.76,2.28,0.45,19.9,154.09,,
2020,5,14,8.08,9.68,8.3,1.4,0.73,2.28,0.45,19.62,151.12,,
2020,5,15,7.9,9.56,8.32,1.47,0.71,2.19,0.44,19.3,148.14,,
2020,5,16,7.63,7.43,8.35,2.75,0.69,2.24,0.45,18.76,143.22,,
2020,5,17,7.82,8.63,8.37,1.68,0.7,2.43,0.48,19.7,149.2,,
2020,5,18,6.44,6.05,8.51,2.47,0.58,2,0.4,16.48,121.73,,
2020,5,19,7.52,8.17,8.58,2.1,0.67,1.96,0.39,18.54,139.98,,
2020,5,20,8.53,11.34,8.58,0.94,0.76,2.08,0.42,20.38,157.81,,
2020,5,21,8.49,11.3,8.53,0.91,0.76,2.3,0.46,20.37,157.72,,
2020,5,22,8.67,11.63,8.73,0.88,0.77,2.4,0.48,20.78,159.86,,
2020,5,23,8.75,11.77,8.8,0.79,0.77,2.26,0.45,20.75,159.88,,
2020,5,24,8.49,11.21,8.56,0.85,0.75,2.24,0.45,20.34,157.61,,
2020,5,25,8.42,10.88,8.51,1.03,0.74,2.33,0.46,20.15,156.41,,
2020,5,26,8.4,10.69,8.5,1.09,0.74,2.49,0.49,20.38,157.43,,
2020,5,27,8.37,11,8.55,0.84,0.73,2.63,0.52,20.73,158.66,,
2020,5,28,8.6,11.42,8.63,0.83,0.76,2.65,0.52,21.04,161.52,,
2020,5,29,7.4,7.19,8.33,2.24,0.65,2.54,0.5,18.78,142.16,,
2020,5,30,7.37,8.08,8.59,2.14,0.65,2.37,0.47,18.51,139.56,,
2020,5,31,5.86,3.82,8.28,3.33,0.52,1.81,0.36,14.98,111.81,,
2020,6,1,6.38,3.07,8.3,4.08,0.55,2.1,0.42,16.18,120.85,,
2020,6,2,6.91,3.73,8.29,4.18,0.6,2.18,0.43,16.89,128.95,,
2020,6,3,7.69,8.42,8.34,1.69,0.67,2.38,0.47,19.28,147.48,,
2020,6,4,8.31,10.3,8.37,1.05,0.73,2.47,0.49,20.48,158.5,,
2020,6,5,6.25,4.48,8.31,2.63,0.55,2.17,0.43,16.52,121.59,,
2020,6,6,8.43,10.44,8.76,1.24,0.73,2.53,0.5,21.05,159.75,,
2020,6,7,9.05,12.49,9.1,0.65,0.79,2.49,0.5,21.7,165.95,,
2020,6,8,8.89,11.57,9.17,1.47,0.77,2.4,0.48,20.99,161.02,,
2020,6,9,8.86,12,8.92,0.69,0.77,2.63,0.52,21.51,164.96,,
2020,6,10,8.81,11.84,8.86,0.73,0.77,2.73,0.54,21.23,163.64,,
2020,6,11,8.79,11.37,8.86,0.87,0.77,2.76,0.54,21.04,162.2,,
2020,6,12,8.56,9.77,8.85,1.45,0.74,2.71,0.53,21.05,160.1,,
2020,6,13,8.75,11.29,8.81,0.93,0.76,2.43,0.48,21.26,163.3,,
2020,6,14,8.76,11.49,8.81,0.87,0.76,2.59,0.51,21.3,163.8,,
2020,6,15,7.99,8.31,8.59,1.87,0.7,2.62,0.52,20.3,153.02,,
2020,6,16,8.86,11.86,8.91,0.81,0.77,2.71,0.53,21.55,165.19,,
2020,6,17,8.81,11.79,8.87,0.78,0.77,2.6,0.52,21.35,164.11,,
2020,6,18,8.67,11.08,8.72,0.94,0.75,2.61,0.52,20.82,161.17,,
2020,6,19,8.79,11.26,8.88,1.08,0.76,2.53,0.5,20.78,160.97,,
2020,6,20,8.72,11.32,8.78,0.91,0.76,2.59,0.51,20.94,161.87,,
2020,6,21,8.72,11.52,8.78,0.81,0.76,2.74,0.54,21.49,164.55,,
2020,6,22,8.57,10.95,8.69,0.95,0.74,2.78,0.55,21.27,162.7,,
2020,6,23,8.29,9.46,8.63,1.75,0.72,2.7,0.53,20.53,157.05,,
2020,6,24,7.54,6.09,8.49,3.48,0.66,2.54,0.5,18.81,143.01,,
2020,6,25,8.51,10.83,8.58,1.05,0.74,2.85,0.55,21.09,161.92,,
2020,6,26,8.45,10.64,8.51,1.02,0.73,2.54,0.5,20.62,159.66,,
2020,6,27,8.37,10.46,8.43,1.08,0.73,2.45,0.48,20.55,159.2,,
2020,6,28,8.69,11.22,8.81,0.95,0.76,2.74,0.54,21.67,164.55,,
2020,6,29,8.89,12.05,8.93,0.77,0.77,2.68,0.53,21.56,164.91,,
2020,6,30,8.78,11.81,8.83,0.78,0.77,2.61,0.52,21.41,164.08,,
2020,7,1,8.72,11.66,8.78,0.83,0.76,2.66,0.52,21.34,163.47,,
2020,7,2,8.72,11.59,8.76,0.84,0.76,2.74,0.54,21.3,163.32,,
2020,7,3,8.82,11.85,8.86,0.8,0.77,2.83,0.55,21.42,164.05,,
2020,7,4,8.78,11.79,8.83,0.77,0.77,2.89,0.56,21.33,163.52,,
2020,7,5,8.75,11.88,8.8,0.71,0.77,2.95,0.57,21.45,164.16,,
2020,7,6,8.69,11.68,8.74,0.77,0.76,3,0.58,21.34,163.35,,
2020,7,7,9,12.37,9.04,0.68,0.79,3.05,0.59,21.56,164.76,,
2020,7,8,8.9,12.14,8.95,0.73,0.78,3.01,0.58,21.43,163.76,,
2020,7,9,8.84,11.85,8.89,0.77,0.77,2.94,0.57,21.22,162.69,,
2020,7,10,8.57,11.11,8.64,0.94,0.76,2.91,0.56,21.03,161.05,,
2020,7,11,8.29,10.34,8.36,1.14,0.73,2.91,0.56,20.69,158.82,,
2020,7,12,8.44,10.83,8.51,0.95,0.74,2.98,0.57,21.04,160.75,,
2020,7,13,8.65,11.69,8.69,0.82,0.77,2.99,0.58,21.3,162.62,,
2020,7,14,8.71,11.98,8.74,0.71,0.77,3.01,0.58,21.32,162.91,,
2020,7,15,8.67,11.67,8.71,0.82,0.77,2.88,0.56,21.07,161.37,,
2020,7,16,8.39,11.07,8.43,0.86,0.74,2.8,0.55,20.99,160.46,,
2020,7,17,8.43,11.2,8.47,0.83,0.75,2.77,0.54,20.98,160.38,,
2020,7,18,8.5,11.32,8.55,0.8,0.76,2.79,0.55,21.05,160.68,,
2020,7,19,8.5,11.48,8.53,0.81,0.76,2.84,0.55,20.88,159.95,,
2020,7,20,8.32,10.9,8.38,0.95,0.74,2.89,0.56,20.56,157.8,,
2020,7,21,7.44,7.5,8.37,2.63,0.66,2.58,0.51,18.69,141.41,,
2020,7,22,8.45,11.23,8.49,0.88,0.76,2.75,0.54,20.52,157.66,,
2020,7,23,8.35,11.04,8.38,0.92,0.75,2.61,0.52,20.38,156.82,,
2020,7,24,8.22,10.67,8.25,0.97,0.74,2.59,0.51,19.97,154.37,,
2020,7,25,8.17,10.6,8.21,0.95,0.74,2.66,0.52,20.12,154.83,,
2020,7,26,8.24,10.95,8.32,0.81,0.75,2.69,0.52,20.48,156.42,,
2020,7,27,8.38,11.24,8.43,0.9,0.77,2.73,0.53,20.35,156.11,,
2020,7,28,8.32,11.1,8.35,0.85,0.76,2.8,0.54,20.23,155.32,,
2020,7,29,8.34,11.19,8.37,0.83,0.77,2.85,0.55,20.3,155.57,,
2020,7,30,8.52,11.58,8.54,0.79,0.78,2.8,0.55,20.28,155.68,,
2020,7,31,8.45,11.37,8.48,0.84,0.78,2.72,0.53,20.15,154.82,,
2020,8,1,8.37,11.51,8.39,0.75,0.77,2.73,0.53,20.2,155.06,,
2020,8,2,8.29,11.36,8.3,0.78,0.77,2.7,0.52,20.06,154.05,,
2020,8,3,8.06,10.73,8.15,1.01,0.75,2.67,0.52,19.87,152.24,,
2020,8,4,8.1,11.18,8.12,0.77,0.76,2.68,0.52,20,153.38,,
2020,8,5,8.16,11.45,8.17,0.73,0.77,2.66,0.52,19.98,153.28,,
2020,8,6,8.15,11.45,8.16,0.71,0.77,2.58,0.51,19.88,152.73,,
2020,8,7,7.91,10.86,7.92,0.8,0.74,2.56,0.5,19.74,151.39,,
2020,8,8,7.87,11.02,7.88,0.69,0.74,2.52,0.5,19.77,151.53,,
2020,8,9,7.92,11.1,7.94,0.74,0.75,2.55,0.5,19.64,150.67,,
2020,8,10,7.88,10.88,7.9,0.81,0.75,2.55,0.5,19.26,148.69,,
2020,8,11,7.97,10.92,7.99,0.84,0.76,2.61,0.51,19.1,147.78,,
2020,8,12,7.96,10.71,7.98,0.93,0.77,2.58,0.5,18.99,146.87,,
2020,8,13,4.95,2.81,7.41,2.9,0.48,1.93,0.38,13.42,97.72,,
2020,8,14,7.47,9.76,7.49,0.97,0.72,2.68,0.52,18.85,145.14,,
2020,8,15,4.97,3.15,7.33,3.06,0.48,1.92,0.38,13.38,98.35,,
2020,8,16,7.03,8.26,7.22,1.42,0.68,2.47,0.48,17.63,136.46,,
2020,8,17,6.36,6.58,6.98,1.98,0.62,2.16,0.42,15.62,122.54,,
2020,8,18,6.47,6.69,6.82,1.74,0.63,2.16,0.42,15.68,124.06,,
2020,8,19,6.43,6.15,6.6,1.97,0.63,2.02,0.39,15.23,122.12,,
2020,8,20,5.73,3.44,6.79,3.18,0.57,1.84,0.36,13.82,108.73,,
2020,8,21,6.55,5.89,6.86,2.16,0.65,1.99,0.39,15.59,122.97,,
2020,8,22,5.5,4.06,6.37,2.62,0.55,1.61,0.32,12.8,103.29,,
2020,8,23,5.12,3.02,6.26,3.1,0.52,1.61,0.32,12.31,98.39,,
2020,8,24,6.89,7.95,6.96,1.43,0.7,2.27,0.44,16.92,132.2,,
2020,8,25,6.99,8.22,7.11,1.4,0.7,2.34,0.45,17.25,133.5,,
2020,8,26,6.97,8.15,7.08,1.43,0.71,2.27,0.44,17.01,132.12,,
2020,8,27,7.42,10.14,7.4,0.94,0.76,2.33,0.45,17.55,136.48,,
2020,8,28,7.39,10.07,7.4,0.95,0.76,2.3,0.45,17.47,135.91,,
2020,8,29,7.35,10.12,7.38,0.89,0.76,2.31,0.45,17.56,136.08,,
2020,8,30,6.74,7.81,6.75,1.52,0.7,1.95,0.38,15.27,122.8,,
2020,8,31,6.4,6.69,6.61,1.77,0.66,1.88,0.37,14.59,116.76,,
2020,9,1,6.33,6.14,6.55,2.06,0.66,1.8,0.35,14.37,115.73,,
2020,9,2,6.65,8.16,6.65,1.34,0.7,1.87,0.37,15.38,123.11,,
2020,9,3,6.46,7.66,6.52,1.39,0.69,1.77,0.35,14.7,118.5,,
2020,9,4,6.41,7.49,6.49,1.43,0.68,1.84,0.36,15,119.8,,
2020,9,5,6.52,8.29,6.61,1.2,0.7,1.95,0.38,15.73,123.88,,
2020,9,6,6.27,7.13,6.34,1.52,0.67,1.86,0.37,14.8,118.3,,
2020,9,7,5.32,3.81,6.07,2.88,0.58,1.66,0.33,12.82,102.33,,
2020,9,8,6.11,6.77,6.24,1.47,0.66,1.77,0.35,14.26,113.9,,
2020,9,9,4.97,3.79,5.41,2.39,0.55,1.03,0.2,9.62,85.54,,
2020,9,10,4.04,1.39,5.35,3.09,0.45,0.88,0.17,7.94,71.15,,
2020,9,11,3.79,1.4,4.88,2.82,0.42,0.78,0.16,7.04,66.12,,
2020,9,12,5.43,5.47,5.53,1.82,0.61,1.27,0.25,11.4,97.3,,
2020,9,13,5.28,4.64,5.56,2.22,0.59,1.35,0.27,11.22,94.8,,
2020,9,14,4.83,4.06,5.18,2.12,0.55,1.12,0.22,9.44,83.59,,
2020,9,15,4.94,4,5.13,2.22,0.56,1.12,0.22,9.55,84.98,,
2020,9,16,5,4.32,5.1,2.12,0.57,1.12,0.22,9.45,84.95,,
2020,9,17,4.37,2.89,5.53,2.33,0.5,1.31,0.25,9.86,80.1,,
2020,9,18,5.44,5.61,5.9,1.97,0.63,1.68,0.33,13.1,103.32,,
2020,9,19,6.35,9.18,6.32,0.9,0.74,1.74,0.34,14.7,116.72,,
2020,9,20,6.15,8.3,6.2,1.1,0.73,1.61,0.32,14.09,112.38,,
2020,9,21,6.12,8.55,6.18,0.97,0.73,1.64,0.33,14.39,113.73,,
2020,9,22,6.19,8.87,6.2,0.92,0.74,1.59,0.32,14.25,113.35,,
2020,9,23,5.95,8.18,5.94,1.1,0.71,1.45,0.29,13.24,107.53,,
2020,9,24,6,8.81,5.97,0.86,0.73,1.54,0.3,13.91,111.32,,
2020,9,25,6.04,9.21,6.02,0.77,0.73,1.54,0.3,14.08,112.19,,
2020,9,26,5.79,8.65,5.76,0.81,0.71,1.49,0.3,13.52,108.62,,
2020,9,27,5.45,7.47,5.47,1.07,0.67,1.3,0.26,11.8,98.01,,
2020,9,28,5.68,8.23,5.65,0.91,0.71,1.41,0.28,12.74,103.79,,
2020,9,29,5.74,8.64,5.73,0.82,0.72,1.43,0.29,13.09,105.59,,
2020,9,30,4.81,5.94,4.78,1.29,0.61,1.02,0.2,9.57,84.27,,
2020,10,1,5.02,6.38,5.06,1.18,0.64,1.19,0.23,11.08,92.62,,
2020,10,2,4.51,5.38,4.58,1.29,0.58,0.95,0.19,8.97,79.68,,
2020,10,3,4.25,4.6,4.3,1.45,0.55,0.87,0.17,7.76,72.33,,
2020,10,4,4.34,4.55,4.49,1.65,0.57,0.95,0.19,8.58,76.34,,
2020,10,5,4.29,3.87,4.96,2.04,0.56,1.08,0.21,9.32,76.73,,
2020,10,6,3.4,2.1,4.98,2.18,0.45,0.92,0.18,7.88,62.3,,
2020,10,7,5.05,6.83,5.04,1.15,0.67,1.09,0.22,10.57,88.71,,
2020,10,8,4.34,4.38,4.76,1.86,0.59,0.95,0.19,8.98,75.69,,
2020,10,9,4.82,5.98,4.93,1.35,0.66,1.16,0.23,10.65,87.72,,
2020,10,10,4.51,4.76,5.02,1.85,0.62,1.2,0.23,10.55,84.02,,
2020,10,11,4.88,7.62,5.15,0.91,0.67,1.24,0.25,11.41,91.45,,
2020,10,12,5.15,8.59,5.11,0.67,0.72,1.24,0.25,11.66,95.24,,
2020,10,13,5.19,8.9,5.14,0.61,0.73,1.23,0.25,11.84,96.23,,
2020,10,14,5.02,8.47,4.97,0.65,0.71,1.2,0.24,11.3,92.77,,
2020,10,15,4.72,7.18,4.7,0.9,0.67,1.09,0.22,10.13,85.19,,
2020,10,16,4.37,5.9,4.48,1.19,0.63,0.92,0.18,8.94,76.8,,
2020,10,17,4.68,7.36,4.64,0.8,0.68,1,0.2,9.95,84.06,,
2020,10,18,4.9,8.34,4.85,0.66,0.72,1.09,0.22,10.77,89.03,,
2020,10,19,4.9,8.57,4.85,0.61,0.73,1.07,0.22,10.98,90.15,,
2020,10,20,4.8,8.19,4.75,0.69,0.72,0.99,0.2,10.49,86.87,,
2020,10,21,4.67,7.81,4.62,0.74,0.7,0.95,0.2,10.12,84.33,,
2020,10,22,4.72,8.16,4.67,0.7,0.72,1.01,0.2,10.58,86.91,,
2020,10,23,4.19,5.11,4.54,1.71,0.64,0.94,0.19,9.49,76.66,,
2020,10,24,4.45,7.12,4.5,0.94,0.69,0.99,0.2,10.16,82.91,,
2020,10,25,2.75,2.32,4.6,1.74,0.43,0.7,0.14,7,51.34,,
2020,10,26,4.71,7.48,4.82,0.93,0.74,0.92,0.19,10.3,83.66,,
2020,10,27,4.7,8.54,4.7,0.55,0.75,0.91,0.19,10.36,84.96,,
2020,10,28,4.58,8.65,4.54,0.52,0.73,0.97,0.2,10.09,83.52,,
2020,10,29,4.43,7.92,4.44,0.64,0.72,0.91,0.18,9.57,79.7,,
2020,10,30,4.33,7.55,4.32,0.68,0.71,0.85,0.17,9.19,77.14,,
2020,10,31,4.33,7.74,4.29,0.63,0.71,0.82,0.16,9.06,76.55,,
2020,11,1,3.93,5.76,4.21,1.08,0.66,0.77,0.16,8.42,69.78,,
2020,11,2,3.89,5.44,4.18,1.22,0.66,0.8,0.16,8.68,70.84,,
2020,11,3,3.77,4.69,4.08,1.58,0.64,0.77,0.16,8.42,68.94,,
2020,11,4,4.06,6.8,4.08,0.78,0.7,0.77,0.16,8.7,72.84,,
2020,11,5,2.88,2.73,3.93,1.74,0.5,0.62,0.12,6.57,52.31,,
2020,11,6,3.68,5.88,4.02,1.09,0.64,0.7,0.14,8.28,67.63,,
2020,11,7,2.2,2,4.11,1.35,0.39,0.49,0.1,5.52,41.09,,
2020,11,8,3.29,4.79,4.14,1.16,0.59,0.55,0.11,7.41,59.35,,
2020,11,9,4.14,8.12,4.17,0.58,0.74,0.6,0.12,8.77,73.49,,
2020,11,10,4.09,7.95,4.07,0.54,0.73,0.62,0.12,8.69,73.13,,
2020,11,11,3.63,5.52,3.97,1.28,0.66,0.62,0.12,8.01,65.56,,
