YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,ALLSKY_SFC_PAR_TOT
2015,7,27,6.51,5.42,7.45,2.54,0.59,2.24,0.44,16.73,128.73
2015,7,28,6.78,5.22,7.45,3.03,0.62,2.29,0.45,17.02,132.38
2015,7,29,5.12,2.22,7.37,3.43,0.47,1.88,0.37,13.77,102.17
2015,7,30,4.93,2.13,7.12,3.33,0.45,1.72,0.34,12.88,97.35
2015,7,31,4.75,3.19,6.94,3.13,0.44,1.66,0.33,12.31,93.8
2015,8,1,4.92,1.81,6.96,3.48,0.45,1.73,0.34,12.78,97.95
2015,8,2,4.67,1.79,7.04,3.28,0.43,1.73,0.34,12.44,94.02
2015,8,3,5.34,2.71,7.24,3.36,0.49,1.91,0.38,14.09,106.45
2015,8,4,6.52,5.93,7.45,2.31,0.6,2.33,0.45,16.82,129.09
2015,8,5,6.31,4.57,7.23,3.01,0.59,2.2,0.43,16.12,124.75
2015,8,6,7.2,7.03,7.46,2.03,0.66,2.5,0.48,17.94,139.85
2015,8,7,7,6.41,7.41,2.2,0.65,2.41,0.47,17.5,136.06
2015,8,8,6.35,4.82,7.17,2.68,0.59,2.13,0.42,15.97,123.72
2015,8,9,6.51,5.24,7.27,2.58,0.61,2.23,0.44,16.52,127.46
2015,8,10,5.9,4.64,7.19,2.72,0.55,2.02,0.4,15.05,115.75
2015,8,11,6.21,5.28,7.27,2.35,0.58,2.26,0.44,15.95,122.07
2015,8,12,6.62,5.56,7.3,2.77,0.62,2.35,0.46,16.81,129.8
2015,8,13,5.4,3.32,7.18,3.1,0.51,2,0.4,14.33,107.35
2015,8,14,5.27,2.78,7.25,3.19,0.5,1.99,0.39,14.29,104.75
2015,8,15,3.35,1.83,7.31,2.24,0.31,1.43,0.28,10.3,70.35
2015,8,16,6.81,6.87,7.33,1.92,0.64,2.43,0.48,17.49,134.13
2015,8,17,6.63,6,7.33,2.36,0.63,2.37,0.47,17.24,131.41
2015,8,18,5.47,3.63,7.25,3,0.52,2.03,0.4,14.8,109.42
2015,8,19,6.34,5.56,7.29,2.22,0.6,2.27,0.45,16.6,125.5
2015,8,20,6.1,4.55,7.16,2.87,0.59,2.16,0.42,15.84,120.49
2015,8,21,5.62,4.67,7.15,2.61,0.54,1.98,0.39,14.88,111.74
2015,8,22,6.08,5.69,7.14,2.06,0.59,2.17,0.42,15.87,120.47
2015,8,23,6.22,5.56,7.07,2.19,0.6,2.21,0.43,15.99,122.52
2015,8,24,5.36,4.12,6.96,2.76,0.52,1.84,0.37,14.05,106.44
2015,8,25,5.56,3.61,6.91,2.93,0.54,1.97,0.39,14.5,109.92
2015,8,26,3.69,1.45,6.91,2.65,0.36,1.45,0.29,10.69,75.52
2015,8,27,3.53,1.38,6.75,2.51,0.34,1.3,0.26,9.48,71.05
2015,8,28,6.06,4.69,6.9,2.64,0.59,2.15,0.42,15.58,119.39
2015,8,29,5.42,4.13,6.96,2.6,0.53,1.99,0.39,14.44,108.24
2015,8,30,1.73,0.64,6.61,1.33,0.17,0.73,0.14,5.54,37.16
2015,8,31,6.44,6.2,6.87,2.21,0.63,2.2,0.43,16.29,126.7
2015,9,1,6.2,6.17,6.91,1.94,0.61,2.14,0.42,15.81,122.23
2015,9,2,5.9,5.08,6.69,2.4,0.59,2,0.39,14.86,115.84
2015,9,3,5.97,5.29,6.71,2.1,0.59,2.09,0.41,15.17,117.3
2015,9,4,5.26,3.98,6.66,2.46,0.52,1.84,0.36,13.69,104.05
2015,9,5,4.81,3.27,6.67,2.62,0.48,1.75,0.34,12.84,95.98
2015,9,6,5.44,4.39,6.8,2.4,0.55,1.98,0.39,14.39,108.23
2015,9,7,3.78,2.13,6.62,2.53,0.38,1.34,0.27,10.55,77.06
2015,9,8,5.87,5.19,6.62,2.15,0.59,2.05,0.4,15.04,115.84
2015,9,9,4.42,2.3,6.61,2.87,0.45,1.65,0.33,12.12,88.64
2015,9,10,4.48,1.9,6.56,3.12,0.45,1.62,0.32,12.12,89.82
2015,9,11,5.47,4.17,6.62,2.47,0.56,1.93,0.38,14.29,108.48
2015,9,12,5.06,2.97,6.51,3.12,0.52,1.73,0.34,13.24,100.25
2015,9,13,5.01,3.21,6.46,2.94,0.52,1.7,0.34,12.95,98.66
2015,9,14,4.18,2.93,6.47,2.13,0.43,1.55,0.3,11.27,84.15
2015,9,15,3.57,1.25,6.48,2.68,0.38,1.48,0.3,10.39,72.98
2015,9,16,2.02,0.72,6.57,1.54,0.21,0.95,0.19,6.59,42.96
2015,9,17,2.71,1.01,6.32,2.05,0.28,1.06,0.21,7.97,55.85
2015,9,18,4.29,3.17,6.25,2.29,0.45,1.42,0.28,11.27,85.12
2015,9,19,6,6.5,6.52,1.72,0.63,1.99,0.39,15.3,118.11
2015,9,20,5.78,6.47,6.52,1.56,0.61,1.94,0.38,14.74,113.44
2015,9,21,5.12,4.98,6.39,1.82,0.55,1.75,0.34,13.38,101.33
2015,9,22,4.61,3.51,6.31,2.32,0.49,1.67,0.33,12.41,92.03
2015,9,23,3.41,1.81,6.27,2.36,0.37,1.27,0.25,9.59,69.16
2015,9,24,3.67,1.29,6.14,2.75,0.4,1.47,0.29,10.29,74.3
2015,9,25,4.91,4.32,6.26,1.95,0.53,1.76,0.34,12.94,97.43
2015,9,26,4.88,3.04,6.16,2.76,0.53,1.7,0.34,12.8,96.64
2015,9,27,2.2,0.75,6.14,1.72,0.24,0.92,0.18,6.85,46.51
2015,9,28,4.93,2.58,5.97,3.21,0.54,1.7,0.34,12.61,97.3
2015,9,29,3.61,1.32,6.06,2.71,0.4,1.45,0.29,10.19,73.18
2015,9,30,4.88,3.94,5.87,2.19,0.54,1.7,0.34,12.62,96.52
2015,10,1,5.98,7.26,6.1,1.32,0.67,1.98,0.39,14.82,116.45
2015,10,2,5.17,4.56,6.01,2.39,0.58,1.71,0.34,12.95,100.25
2015,10,3,6.21,8.29,6.38,1.08,0.7,1.89,0.38,15,117.75
2015,10,4,5.62,6.88,6.28,1.47,0.64,1.77,0.35,13.88,107.61
2015,10,5,5.03,4.71,6.12,1.95,0.57,1.62,0.32,12.83,97.71
2015,10,6,4.74,4.51,6.04,2.13,0.55,1.48,0.3,12.19,93.12
2015,10,7,4.65,4.28,5.93,2.11,0.54,1.53,0.3,11.87,90.77
2015,10,8,5.16,5.83,5.9,1.51,0.6,1.65,0.32,12.84,99.99
2015,10,9,4.96,5.01,5.76,1.84,0.58,1.58,0.3,12.34,96.38
2015,10,10,5.25,5.78,5.74,1.66,0.62,1.68,0.33,12.96,101.77
2015,10,11,4.1,2.67,5.7,2.63,0.48,1.41,0.27,10.76,80.98
2015,10,12,5.3,6.25,5.73,1.51,0.62,1.52,0.3,12.88,101.61
2015,10,13,4.96,5.47,5.67,1.67,0.59,1.46,0.29,12.31,96.52
2015,10,14,4.8,5.12,5.53,1.73,0.58,1.46,0.29,11.92,93.58
2015,10,15,3.47,1.78,5.55,2.42,0.41,1.28,0.24,9.47,69.2
2015,10,16,1.76,0.68,5.44,1.37,0.21,0.74,0.14,5.48,36.71
2015,10,17,3.49,1.49,5.47,2.63,0.42,1.27,0.24,9.55,69.57
2015,10,18,3.65,1.49,5.41,2.73,0.45,1.27,0.24,9.48,70.98
2015,10,19,3.52,2.01,5.48,2.26,0.44,1.28,0.24,9.48,69.24
2015,10,20,4.33,3.75,5.54,2.16,0.54,1.45,0.28,11.07,84.41
2015,10,21,5.29,7.35,5.66,1.16,0.66,1.56,0.3,12.67,100.52
2015,10,22,5.05,6.58,5.6,1.47,0.63,1.59,0.3,12.3,96.81
2015,10,23,3.66,4.42,5.6,1.45,0.46,1.27,0.24,9.48,70.8
2015,10,24,4.69,5.37,5.61,1.73,0.59,1.42,0.28,11.65,90.18
2015,10,25,4.52,3.68,5.34,2.39,0.58,1.38,0.27,11.16,86.99
2015,10,26,4.83,5.14,5.34,1.79,0.62,1.45,0.28,11.73,92.54
2015,10,27,4.47,4.03,5.23,2.15,0.58,1.41,0.27,11.28,87.43
2015,10,28,1.97,0.78,5.12,1.55,0.26,0.77,0.15,5.99,40.83
2015,10,29,4.52,5.12,5.12,1.65,0.59,1.36,0.27,11.27,88.7
2015,10,30,4.34,5.15,5.1,1.43,0.57,1.35,0.26,10.83,84.75
2015,10,31,4.33,4.73,4.96,1.75,0.57,1.33,0.26,10.67,84.66
2015,11,1,4.6,5.88,4.92,1.25,0.61,1.37,0.27,11.09,88.88
2015,11,2,4.9,6.74,5.05,1.11,0.66,1.49,0.29,11.8,94.71
2015,11,3,4.52,5.4,4.93,1.45,0.61,1.41,0.27,11.06,87.52
2015,11,4,4.39,5.65,4.94,1.35,0.59,1.32,0.26,10.87,85.95
2015,11,5,4.7,6.63,5.03,1.17,0.64,1.37,0.27,11.43,91.26
2015,11,6,4.62,6.06,4.94,1.31,0.63,1.34,0.27,11.15,89.03
2015,11,7,4.43,5.5,4.8,1.38,0.61,1.31,0.26,10.84,86.21
2015,11,8,4.56,6.15,4.8,1.23,0.63,1.27,0.25,10.91,87.62
2015,11,9,4.61,6.38,4.85,1.28,0.64,1.29,0.25,11.02,88.93
2015,11,10,4.46,5.91,4.76,1.27,0.62,1.24,0.24,10.7,85.82
2015,11,11,4.38,5.97,4.73,1.24,0.62,1.21,0.23,10.51,84.5
2015,11,12,4.25,5.55,4.74,1.36,0.6,1.2,0.23,10.23,81.87
2015,11,13,4.12,5.17,4.66,1.4,0.59,1.23,0.23,10.02,80.12
2015,11,14,2.64,1.55,4.58,1.85,0.38,0.96,0.18,7.27,52.63
